food_id,ingredient_name,quantity_other,quantity_oz,price
169468,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",1 lb,16,11.99
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",1 lb,16,6.99
169470,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",1 lb,16,11.99
169471,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",1 lb,16,11.99
169472,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1 lb,16,11.99
169473,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",1 lb,16,9.49
169474,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",1 lb,16,9.49
169475,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",,,
169476,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1 lb,16,12.99
169477,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",,,
169478,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1 lb,16,12.99
169479,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",1 lb,16,12.99
169480,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1 lb,16,11.99
169481,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1 lb,16,11.99
169482,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",1 lb,16,11.99
169483,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,,
169484,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",,,
169485,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,
169486,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",,,
169487,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",1 lb,16,6.99
169489,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,6.99
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",1 lb,16,6.99
169491,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,12.99
169492,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",1 lb,16,12.99
169493,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,12.99
169494,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",1 lb,16,12.99
169495,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1 lb,16,12.99
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",1 lb,16,12.99
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",1 lb,16,12.99
169498,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,8.99
169499,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",1 lb,16,8.99
169500,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",1 lb,16,8.99
169501,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",1 lb,16,8.99
169502,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",1 lb,16,8.99
169503,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",1 lb,16,8.99
169504,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",1 lb,16,8.99
169505,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",1 lb,16,8.99
169506,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",1 lb,16,8.99
169507,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",1 lb,16,8.99
169508,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",1 lb,16,8.99
169509,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,8.99
169510,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",1 lb,16,8.99
169511,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",1 lb,16,8.99
169512,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",1 lb,16,8.99
169513,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",1 lb,16,8.99
169514,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",1 lb,16,8.99
169515,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",1 lb,16,8.99
169516,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",1 lb,16,8.99
169517,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",1 lb,16,11.99
169518,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",1 lb,16,11.99
169519,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,11.99
169520,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",1 lb,16,11.99
169521,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",1 lb,16,11.99
169522,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",1 lb,16,11.99
169523,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,11.99
169524,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",1 lb,16,11.99
169525,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,11.99
169526,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",1 lb,16,11.99
169527,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1 lb,16,11.99
169528,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",1 lb,16,11.99
169529,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,11.99
169530,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",1 lb,16,11.99
169531,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",1 lb,16,11.99
169532,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",1 lb,16,11.99
169533,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",1 lb,16,11.99
169534,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",1 lb,16,11.99
169535,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",1 lb,16,11.99
169536,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",,,
169537,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",1 lb,16,11.99
169538,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1 lb,16,11.99
169539,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",,23,9.99
169540,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,23,9.99
169541,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",1 lb,16,11.99
169542,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,6,7.00
169543,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",,6,7.00
169544,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",,6,7.00
169545,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,6,7.00
169546,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,6,7.00
169547,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",,6,7.00
169548,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",,6,7.00
169549,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",,6,7.00
169550,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",,8,9.99
169551,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,8,9.99
169552,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,8,9.99
169553,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",1 lb,16,12.99
169554,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",1 lb,16,13.99
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",1 lb,16,6.99
169556,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",,10,15.99
169557,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,10,18.99
169558,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",1 lb,16,15.99
169559,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",,,
169560,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",1 lb,16,11.99
169561,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",1 lb,16,12.99
169562,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",1 lb,16,12.99
169563,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",1 lb,16,13.99
169564,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",1 lb,16,13.99
169565,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",1 lb,16,12.99
169566,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",1 lb,16,12.99
169567,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",1 lb,16,12.99
169568,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",1 lb,16,12.99
169569,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",1 lb,16,12.99
169570,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",1 lb,16,6.99
169571,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",,23,9.99
169572,"Alcoholic beverage, beer, light, BUD LIGHT",6 bottles,12,12.99
169573,"Alcoholic beverage, daiquiri, canned",375 ml,,13.99
169574,"Alcoholic beverage, daiquiri, prepared-from-recipe",375 ml,,13.99
169575,"Alcoholic beverage, beer, light, low carb",6 bottles,12,12.99
169576,"Candies, milk chocolate coated raisins",,13.5,8.49
169577,"Syrups, table blends, pancake, reduced-calorie",24 oza,,4.79
169578,"Syrups, table blends, pancake",24 oza,,4.79
169579,"Candies, HERSHEY'S POT OF GOLD Almond Bar",,1.45,1.99
169580,"Candies, truffles, prepared-from-recipe",1 bag,5.1,6.49
169581,"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",,,
169582,"Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies",,,
169583,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",,,
169584,"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",,,
169585,"Candies, peanut bar",,1.85,1.99
169586,"Candies, peanut brittle, prepared-from-recipe",,13.5,8.49
169587,"Candies, NESTLE, RAISINETS Chocolate Covered Raisins",,14,4.79
169588,"Candies, sesame crunch",,,
169589,"Candies, MARS SNACKFOOD US, SNICKERS Bar",,,
169590,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits",,,
169591,"Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies",,,
169592,"Candies, SPECIAL DARK Chocolate Bar",,4.25,3.49
169593,"Cocoa, dry powder, unsweetened",,8,4.99
169594,"Cocoa, dry powder, unsweetened, processed with alkali",,,
169595,"Desserts, egg custard, baked, prepared-from-recipe",4 pk,3.5,3.29
169596,"Gelatin desserts, dry mix, prepared with water",,3,1.00
169597,"Gelatin desserts, dry mix, reduced calorie, with aspartame",,3,1.00
169598,"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",,3,1.00
169599,"Gelatins, dry powder, unsweetened",,,
169600,"Puddings, chocolate, dry mix, instant, prepared with whole milk",4 ct,,3.29
169601,"Desserts, apple crisp, prepared-from-recipe",,7,1.49
169602,"Flan, caramel custard, dry mix",,15,3.49
169603,"Puddings, chocolate, dry mix, regular",4 ct,,3.29
169604,"Puddings, chocolate, dry mix, regular, prepared with whole milk",4 ct,,3.29
169605,"Puddings, rice, dry mix, prepared with whole milk",6 ct,4,4.69
169606,"Puddings, tapioca, dry mix",4 ct,,3.29
169607,"Puddings, tapioca, dry mix, prepared with whole milk",4 ct,,3.29
169608,"Puddings, vanilla, ready-to-eat",,5.1,2.49
169609,"Puddings, vanilla, dry mix, regular",,5.1,2.49
169610,"Puddings, vanilla, dry mix, regular, prepared with whole milk",,5.1,2.49
169611,"Puddings, rice, dry mix, prepared with 2% milk",6 ct,4,4.69
169612,"Puddings, tapioca, dry mix, prepared with 2% milk",4 ct,,3.29
169613,"Frozen novelties, ice type, fruit, no sugar added",,,
169614,"Puddings, tapioca, ready-to-eat",4 ct,,3.29
169615,"Puddings, coconut cream, dry mix, regular, prepared with 2% milk",,4.4,1.49
169616,"Desserts, rennin, chocolate, dry mix",,,
169617,"Rennin, chocolate, dry mix, prepared with whole milk",,,
169618,"Frostings, coconut-nut, ready-to-eat",,15.5,2.99
169619,"Frostings, cream cheese-flavor, ready-to-eat",,16,5.99
169620,"Frostings, vanilla, creamy, ready-to-eat",,15.6,2.49
169621,"Flan, caramel custard, dry mix, prepared with 2% milk",,15,3.49
169622,"Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES",,,
169623,"Candies, REESE'S BITES",,,
169624,"Candies, REESE'S NUTRAGEOUS Candy Bar",5 pk,1.41,7.99
169625,"Frostings, chocolate, creamy, dry mix",,16,2.49
169626,"Frostings, white, fluffy, dry mix, prepared with water",,16,2.19
169627,"Candies, HERSHEY'S, ALMOND JOY BITES",,10.4,6.49
169628,"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",,10.4,6.49
169629,"Candies, HERSHEY, KIT KAT BIG KAT Bar",,10.4,6.49
169630,"Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft nougats",,10.5,6.49
169631,"Ice creams, vanilla, light, no sugar added",,48,2.99
169632,"Frozen novelties, fruit and juice bars",6 ct,,4.29
169633,"Ice creams, chocolate, light, no sugar added",8 ct,,9.29
169634,"Candies, dark chocolate coated coffee beans",,,
169635,"Snacks, SUNKIST, SUNKIST Fruit Roll, strawberry, with vitamins A, C, and E",2 liter,,3.49
169636,"Snacks, fruit leather, pieces, with vitamin C",66 ct,0.8,11.99
169637,"Candies, milk chocolate coated coffee beans",,12.5,8.99
169638,"Frozen novelties, ice type, lime",,,
169639,"Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar",,,
169640,Honey,,24,5.99
169641,Jams and preserves,,16,6.99
169642,Jellies,,18,2.89
169643,"Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies",,,
169644,"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",,,
169645,"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",,1.74,1.99
169646,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme",,1.74,1.99
169647,"Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews",,1.74,1.99
169648,"Puddings, banana, dry mix, instant",,5.1,2.49
169649,"Puddings, banana, dry mix, instant, prepared with whole milk",,3.4,1.99
169650,"Puddings, banana, dry mix, regular",,5.1,2.49
169651,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar",,,
169652,"Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar",,1.74,1.99
169653,"Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar",,,
169654,"Puddings, lemon, dry mix, instant",,3.4,1.99
169655,"Sugars, granulated",2 lb,32,3.19
169656,"Sugars, powdered",,10.2,5.99
169657,"Sweeteners, tabletop, aspartame, EQUAL, packets",250 ct,,4.79
169658,"Sugars, maple",8 ct,,3.19
169659,"Syrups, corn, high-fructose",,16,3.99
169660,"Syrups, malt",,11.5,4.99
169661,"Syrups, maple",,8,5.99
169662,"Syrups, sorghum",,12,4.99
169663,"Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER",,1.74,1.99
169664,"Toppings, marshmallow cream",,12.25,3.79
169665,"Toppings, pineapple",,12,3.79
169666,"Toppings, nuts in syrup",,,
169667,"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies",,,
169668,"Frostings, glaze, prepared-from-recipe",,14,2.49
169669,"Candies, fudge, chocolate marshmallow, prepared-from-recipe",14 fo,,3.99
169670,"Candies, taffy, prepared-from-recipe",,9.5,5.29
169671,"Candies, toffee, prepared-from-recipe",,4.4,5.49
169672,"Snacks, cornnuts, barbecue-flavor",9 ct,0.7,7.49
169673,"Snacks, crisped rice bar, almond",,2.7,1.25
169674,"Snacks, granola bars, soft, uncoated, chocolate chip",8 ct,,3.49
169675,"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow",8 ct,,3.49
169676,"Snacks, granola bars, soft, uncoated, nut and raisin",8 ct,,3.49
169677,"Snacks, potato chips, plain, salted",,5.5,2.49
169678,"Snacks, potato chips, made from dried potatoes, cheese-flavor",,5.5,2.49
169679,"Snacks, rice cakes, brown rice, corn",,3,2.59
169680,"Snacks, rice cakes, brown rice, multigrain",,3,2.59
169681,"Snacks, granola bars, hard, peanut butter",8 ct,,3.49
169682,"Snacks, potato chips, cheese-flavor",,5.5,2.49
169683,"Snacks, potato chips, reduced fat",,5.5,2.49
169684,"Snacks, potato chips, fat-free, made with olestra",,5.5,2.49
169685,"Popcorn, sugar syrup/caramel, fat-free",,8,4.29
169686,"Snacks, potato chips, fat free, salted",,5.5,2.49
169687,"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",8 ct,,3.59
169688,"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar",8 ct,,3.59
169689,"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip",,,
169690,"Candies, semisweet chocolate, made with butter",10 onz,,8.49
169691,"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt",,3,1.00
169692,"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C",,,
169693,"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",,3,1.00
169694,"Corn flour, masa, enriched, white",2 lb,32,2.89
169695,"Corn flour, yellow, degermed, unenriched",,24,4.79
169696,"Corn flour, masa, unenriched, white",2 lb,32,2.89
169697,"Cornmeal, whole-grain, yellow",5 lb,80,3.29
169698,Cornstarch,,15,2.39
169699,"Couscous, dry",,,
169700,"Couscous, cooked",,26.5,9.79
169701,"Hominy, canned, white",,25,2.49
169702,"Millet, raw",,16,9.49
169703,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",,14,1.79
169704,"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",,14,1.79
169705,Oats (Includes foods for USDA's Food Distribution Program),,,
169706,"Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)",,14,1.79
169707,"Rice, white, long-grain, parboiled, enriched, dry",2 pk,4.4,2.19
169708,"Rice, white, long-grain, parboiled, enriched, cooked",2 pk,4.4,2.19
169709,"Rice, white, long-grain, precooked or instant, enriched, dry",2 pk,4.4,2.19
169710,"Rice, white, long-grain, precooked or instant, enriched, prepared",2 pk,4.4,2.19
169711,"Rice, white, glutinous, unenriched, cooked",2 pk,4.4,2.19
169712,"Rice, white, steamed, Chinese restaurant",2 pk,4.4,2.19
169713,"Rice bran, crude",,12,7.99
169714,"Rice flour, white, unenriched",,16,9.99
169715,"Semolina, enriched",,16,4.99
169716,Sorghum grain,,30,5.49
169717,"Tapioca, pearl, dry",,12,7.99
169718,Triticale,,4,12.49
169719,"Wheat, hard white",15 pk,12,18.99
169720,"Wheat, soft white",,20,1.79
169721,"Wheat, durum",,9,2.99
169722,"Wheat bran, crude",,24,4.59
169723,"Wheat flour, white, cake, enriched",5 lb,80,6.99
169724,"Wheat flour, white, tortilla mix, enriched",5 lb,80,6.99
169725,"Wheat, sprouted",,8,4.49
169726,"Wild rice, raw",,10.5,1.99
169727,"Pasta, fresh-refrigerated, plain, as purchased",,7,5.99
169728,"Pasta, fresh-refrigerated, plain, cooked",,10,5.99
169729,"Pasta, fresh-refrigerated, spinach, as purchased",,7,5.99
169730,"Pasta, fresh-refrigerated, spinach, cooked",,,
169731,"Noodles, egg, dry, enriched",,16,2.79
169732,"Noodles, egg, enriched, cooked",,16,2.79
169733,"Noodles, egg, spinach, enriched, dry",,16,2.79
169734,"Noodles, egg, spinach, enriched, cooked",,16,2.79
169735,"Noodles, flat, crunchy, Chinese restaurant",,,
169736,"Pasta, dry, enriched",1 lb,16,3.29
169737,"Pasta, cooked, enriched, without added salt",,7,2.29
169738,"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",,16,1.69
169739,Barley flour or meal,,16,9.99
169740,Barley malt flour,,16,2.99
169741,"Oat flour, partially debranned",,16,7.79
169742,"Rice noodles, dry",,16,5.49
169743,"Wheat, KAMUT khorasan, uncooked",,,
169744,"Wheat, KAMUT khorasan, cooked",,,
169745,"Spelt, uncooked",,,
169746,"Spelt, cooked",,16,7.79
169747,"Teff, uncooked",,,
169748,"Corn flour, whole-grain, white",,16,2.29
169749,"Corn flour, yellow, masa, enriched",,24,4.79
169750,"Cornmeal, whole-grain, white",,,
169751,"Pasta, cooked, enriched, with added salt",,7,2.29
169752,"Hominy, canned, yellow",,25,2.49
169753,"Rice, white, long-grain, regular, cooked, enriched, with salt",2 pk,4.4,2.19
169754,"Wheat flour, white, all-purpose, enriched, calcium-fortified",5 lb,80,6.99
169755,"Noodles, egg, dry, unenriched",,16,2.79
169756,"Rice, white, long-grain, regular, raw, unenriched",2 pk,4.4,2.19
169757,"Rice, white, long-grain, regular, unenriched, cooked without salt",2 pk,4.4,2.19
169758,"Rice, white, long-grain, parboiled, unenriched, dry",2 pk,4.4,2.19
169759,"Rice, white, long-grain, parboiled, unenriched, cooked",2 pk,4.4,2.19
169760,"Rice, white, medium-grain, raw, unenriched",2 pk,4.4,2.19
169761,"Wheat flour, white, all-purpose, unenriched",5 lb,80,6.99
169762,"Noodles, egg, cooked, unenriched, with added salt",,16,2.79
169763,"Potatoes, yellow fleshed, roasted, salt added in processing, frozen, unprepared",1 lb,16,2.39
169764,"Potatoes, yellow fleshed, french fried, frozen, unprepared",1 lb,16,2.39
169765,"Ginger root, pickled, canned, with artificial sweetener",1 lb,16,3.99
169766,"Peppers, hot pickled, canned",,16,2.69
169767,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS",,52,6.99
169768,"Potatoes, mashed, ready-to-eat",,4,1.50
169769,"Macaroni and cheese, box mix with cheese sauce, unprepared",,7.25,1.59
169770,"Macaroni and cheese, box mix with cheese sauce, prepared",,7.25,1.59
169771,"Taquitos, frozen, chicken and cheese, oven-heated",,19.2,7.29
169772,"Taquitos, frozen, beef and cheese, oven-heated",,19.2,7.29
169773,"Potsticker or wonton, pork and vegetable, frozen, unprepared",,24,8.29
169774,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",,,
169775,"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",,7.5,3.69
169776,"Macaroni or noodles with cheese, microwaveable, unprepared",4 ct,,5.49
169777,"Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",,,
169778,"Rice mix, cheese flavor, dry mix, unprepared",20 ct,1.4,12.29
169779,"Dumpling, potato- or cheese-filled, frozen",12 ct,16,3.79
169780,"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",,,
169781,"Sausage, egg and cheese breakfast biscuit",,18,7.49
169782,"HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared",,15,5.49
169783,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",,27,4.49
169784,"JIMMY DEAN, Sausage, Egg, and Cheese Breakfast Biscuit, frozen, unprepared",,9.6,6.29
169785,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder",,,
169786,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder",,,
169787,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder",,12.5,22.49
169788,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder",,,
169789,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calories ready-to-feed Low iron",,,
169790,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, ready-to-feed",,,
169791,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, powder",,,
169792,"Babyfood, GERBER, Banana with orange medley",2 packs,4,1.89
169793,"Bear, black, meat (Alaska Native)",,10,5.49
169794,"Bear, polar, meat, raw (Alaska Native)",8 pk,12,4.29
169795,"Whale, beluga, meat, dried (Alaska Native)",1.5 l,,18.99
169796,"Whale, beluga, eyes (Alaska Native)",1.5 l,,18.99
169797,"Whale, beluga, meat, raw (Alaska Native)",1.5 l,,18.99
169798,"Fish, blackfish, whole (Alaska Native)",,2.75,3.99
169799,"Blueberries, wild, frozen (Alaska Native)",,17.1,3.49
169800,"Caribou, bone marrow, raw (Alaska Native)",,,
169801,"Caribou, eye, raw (Alaska Native)",,0.01,15.99
